stamp,ns,class,score,u,v,world_x,world_y,world_z,gt_name,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm,aquabot_x,aquabot_y,aquabot_z,aq_det_range,aq_gt_range,aq_range_err
157.212000,drone3,1,0.920383,517.837769,59.970131,12.986026,2.663451,0.000000,container2,14.224269,2.936482,-1.791624,-1.238243,-0.273031,1.791624,2.194928,-0.579504,-0.030552,-0.281063,13.833303,15.173556,-1.340253
157.248000,drone3,2,0.941754,210.583038,114.220276,11.217907,10.662341,0.000000,container3,14.162727,9.921680,-1.790641,-2.944820,0.740661,1.790641,3.525186,-0.579084,-0.030562,-0.283991,15.924441,17.850437,-1.925996
157.248000,drone3,1,0.918400,517.840637,60.692822,12.984572,2.674605,0.000000,container2,14.224193,2.936513,-1.795531,-1.239621,-0.261907,1.795531,2.197541,-0.579084,-0.030562,-0.283991,13.833703,15.173177,-1.339474
157.280000,drone3,2,0.942348,210.708069,114.585548,11.222131,10.670217,0.000000,container3,14.162727,9.921680,-1.790641,-2.940596,0.748537,1.790641,3.523323,-0.579124,-0.030547,-0.287571,15.932943,17.850160,-1.917217
157.280000,drone3,1,0.919983,517.861206,60.937042,12.990964,2.683065,0.000000,container2,14.224193,2.936513,-1.795531,-1.233230,-0.253448,1.795531,2.192948,-0.579124,-0.030547,-0.287571,13.841736,15.172857,-1.331121
157.312000,drone3,2,0.942900,211.140289,115.400772,11.215090,10.670083,0.000000,container3,14.162391,9.921905,-1.809003,-2.947300,0.748178,1.809003,3.538198,-0.579321,-0.030526,-0.291310,15.927839,17.851396,-1.923557
157.312000,drone3,1,0.916936,517.588074,59.864925,13.030445,2.701505,0.000000,container2,14.223840,2.936623,-1.811036,-1.193395,-0.235118,1.811036,2.181588,-0.579321,-0.030526,-0.291310,13.884329,15.173896,-1.289567
157.348000,drone3,2,0.942251,211.595367,116.233192,11.209218,10.670665,0.000000,container3,14.162391,9.921905,-1.809003,-2.953172,0.748760,1.809003,3.543213,-0.579021,-0.030527,-0.294451,15.923718,17.850882,-1.927164
157.348000,drone3,1,0.917247,517.309143,61.366032,13.005202,2.716987,0.000000,container2,14.223739,2.936648,-1.814872,-1.218537,-0.219660,1.814872,2.197008,-0.579021,-0.030527,-0.294451,13.862419,15.173580,-1.311161
157.380000,drone3,2,0.941671,211.749939,116.483559,11.214342,10.678405,0.000000,container3,14.162391,9.921905,-1.809003,-2.948049,0.756500,1.809003,3.540590,-0.578922,-0.030517,-0.297647,15.932692,17.850524,-1.917832
157.380000,drone3,1,0.913866,517.192017,62.497162,12.986263,2.728708,0.000000,container2,14.223739,2.936648,-1.814872,-1.237477,-0.207940,1.814872,2.206433,-0.578922,-0.030517,-0.297647,13.846161,15.173162,-1.327001
157.412000,drone3,2,0.941966,212.421997,116.338577,11.229735,10.673529,0.000000,container3,14.162391,9.921905,-1.809003,-2.932656,0.751624,1.809003,3.526741,-0.579189,-0.030493,-0.301126,15.941061,17.850437,-1.909376
157.412000,drone3,1,0.917003,517.296997,63.072170,12.981704,2.735474,0.000000,container2,14.223739,2.936648,-1.814872,-1.242035,-0.201173,1.814872,2.208366,-0.579189,-0.030493,-0.301126,13.843377,15.173070,-1.329693
157.444000,drone3,2,0.941568,213.342392,117.449944,11.213893,10.661930,0.000000,container3,14.162391,9.921905,-1.809003,-2.948498,0.740025,1.809003,3.537481,-0.578631,-0.030505,-0.303538,15.921179,17.849779,-1.928601
157.444000,drone3,1,0.913935,516.654419,61.328320,13.035903,2.766278,0.000000,container2,14.223739,2.936648,-1.814872,-1.187836,-0.170370,1.814872,2.175716,-0.578631,-0.030505,-0.303538,13.902147,15.172287,-1.270141
