stamp,track_id,class,class_name,ns,est_x,est_y,est_z,gt_name,gt_x,gt_y,gt_z,err_x,err_y,err_z,err_norm,aquabot_x,aquabot_y,aquabot_z,aq_range_est,aq_range_gt,aq_range_err
554.896000,0,3,container4,drone3,27.919066,4.046073,0.000000,container4,31.668216,4.722889,-1.805117,-3.749150,-0.676816,1.805117,4.215762,-2.098721,-0.189173,0.000000,30.315093,34.170058,-3.854965
554.928000,0,3,container4,drone3,27.920632,4.046366,0.000000,container4,31.668216,4.722889,-1.805117,-3.747584,-0.676523,1.805117,4.214323,-2.098765,-0.189155,0.000000,30.316726,34.170099,-3.853373
554.964000,0,3,container4,drone3,27.922501,4.046616,0.000000,container4,31.668021,4.723057,-1.810369,-3.745520,-0.676441,1.810369,4.214727,-2.098853,-0.189119,0.000000,30.318693,34.170290,-3.851597
554.996000,0,3,container4,drone3,27.924557,4.047004,0.000000,container4,31.668021,4.723057,-1.810369,-3.743465,-0.676053,1.810369,4.212839,-2.098897,-0.189101,0.000000,30.320824,34.170330,-3.849507
555.028000,0,3,container4,drone3,27.926268,4.047399,0.000000,container4,31.667923,4.723146,-1.812978,-3.741655,-0.675747,1.812978,4.212304,-2.098940,-0.189083,0.000000,30.322614,34.170425,-3.847811
555.064000,0,3,container4,drone3,27.927735,4.047802,0.000000,container4,31.667823,4.723238,-1.815575,-3.740088,-0.675435,1.815575,4.211981,-2.099072,-0.189030,0.000000,30.324246,34.170600,-3.846354
555.096000,0,3,container4,drone3,27.929745,4.048342,0.000000,container4,31.667722,4.723333,-1.818159,-3.737978,-0.674991,1.818159,4.211151,-2.099116,-0.189013,0.000000,30.326353,34.170692,-3.844340
555.128000,0,3,container4,drone3,27.932788,4.048885,0.000000,container4,31.667620,4.723431,-1.820729,-3.734832,-0.674546,1.820729,4.209399,-2.099160,-0.188996,0.000000,30.329483,34.170784,-3.841300
555.160000,0,3,container4,drone3,27.935548,4.049445,0.000000,container4,31.667518,4.723533,-1.823285,-3.731969,-0.674088,1.823285,4.207893,-2.099292,-0.188944,0.000000,30.332418,34.170956,-3.838538
555.196000,0,3,container4,drone3,27.937263,4.050102,0.000000,container4,31.667518,4.723533,-1.823285,-3.730255,-0.673431,1.823285,4.206267,-2.099336,-0.188927,0.000000,30.334248,34.170997,-3.836749
